"","site","site_id","start_date","end_date","benzene","benzene_flag","toluene","toluene_flag","etbenz","etbenz_flag","xylenes","xylenes_flag","btex","btex_flag","mpxylene","mpxylene_flag","oxylene","oxylene_flag","trichlorofluoromethane","tcfm_flag","hexane","hexane_flag","hexane2methyl","hexane2methyl_flag","heptane","heptane_flag","heptane3methyl","heptane3methyl_flag","octane","octane_flag","tce","tce_flag","nonane","nonane_flag","propylbenzene","propylbenzene_flag","benz1ethyl3methyl","benz1ethyl3methyl_flag","benz1ethyl4methyl","benz1ethyl4methyl_flag","decane","decane_flag","mesitylene","mesitylene_flag","benz1ethyl2methyl","benz1ethyl2methyl_flag","benz12chloro","benz12chloro_flag","undecane","undecane_flag","dodecane","dodecane_flag","site_type","lat","long"
"365","Morris & Point Breeze",7,2024-03-13 09:45:00,2024-03-20 14:46:00,0.428,"REG",0.662,"REG",0.144,"REG",1.209,"REG",2.443,"REG",1.016,"REG",0.193,"REG",0.216,"REG",0.409,"REG",0.23,"REG",0.233,"REG",0.213,"REG",0.075,"REG",0.021,"REG",0.088,"REG",0.047,"LOD",0.088,"REG",0.036,"REG",0.085,"REG",0.104,"REG",0.033,"LOD",0.038,"REG",0.107,"REG",0.054,"REG","stationary","39.93094655"," -75.1829941"
"366","Bartram’s Garden",1,2024-04-03 11:22:00,2024-04-10 10:30:00,0.24,"REG",0.402,"REG",0.068,"REG",0.549,"REG",1.259,"REG",0.456,"REG",0.093,"REG",0.057,"REG",0.135,"REG",0.072,"REG",0.088,"REG",0.059,"LOD",0.016,"REG",0.018,"REG",0.01,"ND",0.018,"LOD",0.017,"LOD",0.019,"LOD",0.041,"LOD",0.042,"REG",0.014,"LOD",0.029,"REG",0.048,"LOD",0.038,"LOD","stationary","39.92896"," -75.212541"
"367","Essington & Mingo",2,2024-04-03 11:33:00,2024-04-10 10:47:00,0.383,"REG",0.414,"REG",0.078,"REG",0.717,"REG",1.592,"REG",0.598,"REG",0.119,"REG",0.057,"REG",0.182,"REG",0.105,"REG",0.121,"REG",0.106,"REG",0.045,"REG",0.018,"REG",0.046,"REG",0.024,"LOD",0.021,"LOD",0.023,"LOD",0.041,"LOD",0.058,"REG",0.017,"LOD",0.012,"LOD",0.042,"LOD",0.027,"LOD","stationary","39.90131732"," -75.2250262"
"368","61st & Passyunk",3,2024-04-03 11:38:00,2024-04-10 10:59:00,0.42,"REG",0.808,"REG",0.212,"REG",1.866,"REG",3.306,"REG",1.537,"REG",0.329,"REG",0.057,"REG",0.507,"REG",0.271,"REG",0.3,"REG",0.281,"REG",0.086,"REG",0.013,"REG",0.051,"REG",0.072,"REG",0.073,"REG",0.068,"REG",0.09,"REG",0.174,"REG",0.055,"REG",0.018,"LOD",0.095,"REG",0.048,"LOD","stationary","39.91820446"," -75.2085474"
"369","28th & Passyunk",4,2024-04-03 11:40:00,2024-04-10 11:08:00,0.426,"REG",0.468,"REG",0.192,"REG",1.986,"REG",3.072,"REG",1.663,"REG",0.323,"REG",0.057,"REG",0.759,"REG",0.537,"REG",0.461,"REG",0.585,"REG",0.136,"REG",0.013,"REG",0.108,"REG",0.103,"REG",0.084,"REG",0.101,"REG",0.192,"REG",0.332,"REG",0.075,"REG",0.007,"LOD",0.201,"REG",0.113,"REG","stationary","39.92061091"," -75.1955879"
"370","24th & Ritner",8,2024-04-03 11:45:00,2024-04-10 11:19:00,0.333,"REG",0.409,"REG",0.108,"REG",0.945,"REG",1.795,"REG",0.789,"REG",0.156,"REG",0.052,"REG",0.261,"REG",0.165,"REG",0.178,"REG",0.176,"REG",0.053,"REG",0.013,"REG",0.041,"REG",0.042,"LOD",0.038,"LOD",0.038,"REG",0.08,"REG",0.108,"REG",0.031,"LOD",0.018,"LOD",0.075,"LOD",0.043,"LOD","stationary","39.92296389"," -75.186874"
"371","25th & Point Breeze",6,2024-04-03 11:47:00,2024-04-10 11:28:00,0.295,"REG",0.937,"REG",0.102,"REG",0.937,"REG",2.271,"REG",0.781,"REG",0.156,"REG",0.052,"REG",0.234,"REG",0.145,"REG",0.165,"REG",0.14,"REG",0.049,"REG",0.013,"REG",0.046,"REG",0.03,"LOD",0.031,"LOD",0.026,"LOD",0.08,"REG",0.083,"REG",0.024,"LOD",0.018,"LOD",0.075,"LOD",0.038,"LOD","stationary","39.92771763"," -75.1873965"
"372","28th & Point Breeze",5,2024-04-03 11:50:00,2024-04-10 11:38:00,0.301,"REG",0.366,"REG",0.092,"REG",0.854,"REG",1.613,"REG",0.709,"REG",0.145,"REG",0.061,"REG",0.247,"REG",0.151,"REG",0.152,"REG",0.187,"REG",0.044,"REG",0.035,"REG",0.027,"REG",0.036,"LOD",0.031,"LOD",0.034,"REG",0.065,"REG",0.091,"REG",0.027,"LOD",0.018,"LOD",0.074,"LOD",0.043,"LOD","stationary","39.92624784"," -75.1923165"
"373","Morris & Point Breeze",7,2024-04-03 11:55:00,2024-04-10 11:51:00,0.313,"REG",0.433,"REG",0.092,"REG",0.833,"REG",1.671,"REG",0.688,"REG",0.145,"REG",0.061,"REG",0.208,"REG",0.112,"REG",0.133,"REG",0.105,"REG",0.036,"REG",0.013,"REG",0.008,"REG",0.03,"LOD",0.031,"LOD",0.03,"REG",0.07,"REG",0.074,"REG",0.024,"LOD",0.029,"REG",0.088,"REG",0.054,"LOD","stationary","39.93094655"," -75.1829941"
"374","26th & Hartranft",9,2024-04-03 12:03:00,2024-04-10 12:07:00,0.356,"REG",0.416,"REG",0.107,"REG",0.953,"REG",1.832,"REG",0.793,"REG",0.16,"REG",0.061,"REG",0.287,"REG",0.237,"REG",0.203,"REG",0.245,"REG",0.102,"REG",0.013,"REG",0.145,"REG",0.054,"LOD",0.042,"LOD",0.041,"REG",0.152,"REG",0.116,"REG",0.038,"REG",0.012,"LOD",0.246,"REG",0.188,"REG","stationary","39.91327125"," -75.1922011"
"375","Bartram’s Garden",1,2024-03-20 13:59:00,2024-04-03 11:22:00,0.258,"REG",0.4,"REG",0.095,"LOD",0.642,"REG",1.395,"REG",0.544,"REG",0.098,"LOD",0.264,"REG",0.138,"LOD",0.126,"LOD",0.118,"LOD",0.011,"ND",0.085,"LOD",0.001,"ND",0.062,"LOD",0.008,"ND",0.006,"ND",0.004,"ND",0.104,"LOD",0.18,"LOD",0.005,"ND",0.003,"ND",0.016,"ND",0.156,"LOD","stationary","39.92896"," -75.212541"
"376","Essington & Mingo",2,2024-03-20 14:15:00,2024-04-03 11:33:00,0.258,"REG",0.576,"REG",0.095,"LOD",1.014,"REG",1.943,"REG",0.818,"REG",0.196,"LOD",0.264,"REG",0.281,"REG",0.126,"LOD",0.245,"REG",0.011,"ND",0.085,"LOD",0.001,"ND",0.062,"LOD",0.008,"ND",0.006,"ND",0.004,"ND",0.104,"LOD",0.18,"LOD",0.005,"ND",0.003,"ND",0.016,"ND",0.013,"ND","stationary","39.90131732"," -75.2250262"
"377","61st & Passyunk",3,2024-03-20 14:23:00,2024-04-03 11:38:00,0.439,"REG",2.073,"REG",0.476,"REG",4.116,"REG",7.104,"REG",3.429,"REG",0.687,"LOD",0.264,"REG",0.996,"REG",0.508,"LOD",0.627,"REG",0.457,"LOD",0.293,"LOD",0.001,"ND",0.166,"LOD",0.118,"LOD",0.134,"LOD",0.149,"LOD",0.104,"LOD",0.361,"LOD",0.067,"LOD",0.003,"ND",0.134,"LOD",0.013,"ND","stationary","39.91820446"," -75.2085474"
"378","28th & Passyunk",4,2024-03-20 14:30:00,2024-04-03 11:40:00,0.439,"REG",0.577,"REG",0.19,"REG",1.662,"REG",2.868,"REG",1.368,"REG",0.294,"LOD",0.264,"REG",0.567,"REG",0.381,"LOD",0.372,"REG",0.228,"LOD",0.189,"LOD",0.001,"ND",0.166,"LOD",0.118,"LOD",0.067,"LOD",0.074,"LOD",0.104,"LOD",0.18,"LOD",0.067,"LOD",0.003,"ND",0.134,"LOD",0.156,"LOD","stationary","39.92061091"," -75.1955879"
"379","Morris & Point Breeze",7,2024-03-20 14:46:00,2024-04-03 11:55:00,0.349,"REG",0.577,"REG",0.095,"LOD",1.015,"REG",2.036,"REG",0.819,"REG",0.196,"LOD",0.264,"REG",0.281,"REG",0.126,"LOD",0.118,"LOD",0.011,"ND",0.085,"LOD",0.001,"ND",0.062,"LOD",0.008,"ND",0.006,"ND",0.004,"ND",0.104,"LOD",0.18,"LOD",0.005,"ND",0.003,"ND",0.134,"LOD",0.013,"ND","stationary","39.93094655"," -75.1829941"
"380","25th & Point Breeze",6,2024-03-20 14:55:00,2024-04-03 11:47:00,0.259,"REG",0.665,"REG",0.095,"LOD",0.78,"REG",1.799,"REG",0.682,"REG",0.098,"LOD",0.264,"REG",0.138,"LOD",0.127,"LOD",0.118,"LOD",0.011,"ND",0.085,"LOD",0.001,"ND",0.062,"LOD",0.008,"ND",0.006,"ND",0.004,"ND",0.104,"LOD",0.18,"LOD",0.005,"ND",0.003,"ND",0.134,"LOD",0.013,"ND","stationary","39.92771763"," -75.1873965"
"381","28th & Point Breeze",5,2024-03-20 14:59:00,2024-04-03 11:50:00,0.259,"REG",0.577,"REG",0.095,"LOD",1.016,"REG",1.947,"REG",0.82,"REG",0.196,"LOD",0.264,"REG",0.281,"REG",0.127,"LOD",0.118,"LOD",0.011,"ND",0.085,"LOD",0.001,"ND",0.062,"LOD",0.008,"ND",0.006,"ND",0.004,"ND",0.104,"LOD",0.18,"LOD",0.005,"ND",0.003,"ND",0.134,"LOD",0.013,"ND","stationary","39.92624784"," -75.1923165"
"382","24th & Ritner",8,2024-03-20 15:08:00,2024-04-03 11:45:00,0.349,"REG",0.489,"REG",0.095,"LOD",0.88,"REG",1.813,"REG",0.683,"REG",0.197,"LOD",0.265,"REG",0.281,"REG",0.127,"LOD",0.118,"LOD",0.011,"ND",0.085,"LOD",0.001,"ND",0.062,"LOD",0.008,"ND",0.006,"ND",0.004,"ND",0.105,"LOD",0.181,"LOD",0.005,"ND",0.003,"ND",0.134,"LOD",0.013,"ND","stationary","39.92296389"," -75.186874"
"383","24th & Ritner",8,2024-04-10 11:20:00,2024-04-17 12:48:00,0.31,"REG",0.429,"REG",0.101,"REG",0.908,"REG",1.748,"REG",0.759,"REG",0.149,"REG",0.126,"REG",0.245,"REG",0.157,"REG",0.176,"REG",0.139,"REG",0.077,"REG",0.013,"REG",0.13,"REG",0.036,"LOD",0.066,"REG",0.037,"REG",0.074,"REG",0.098,"REG",0.031,"LOD",0.018,"LOD",0.074,"LOD",0.027,"LOD","stationary","39.92296389"," -75.186874"
"384","25th & Point Breeze",6,2024-04-10 11:28:00,2024-04-17 13:07:00,0.261,"REG",0.567,"REG",0.106,"REG",0.952,"REG",1.886,"REG",0.793,"REG",0.159,"REG",0.117,"REG",0.199,"REG",0.189,"REG",0.182,"REG",0.104,"REG",0.048,"REG",0.013,"REG",0.064,"REG",0.03,"LOD",0.055,"REG",0.026,"LOD",0.055,"REG",0.074,"REG",0.024,"LOD",0.018,"LOD",0.067,"LOD",0.027,"LOD","stationary","39.92771763"," -75.1873965"
"385","28th & Point Breeze",5,2024-04-10 11:38:00,2024-04-17 13:12:00,0.267,"REG",0.341,"REG",0.087,"REG",0.772,"REG",1.467,"REG",0.639,"REG",0.133,"REG",0.103,"REG",0.192,"REG",0.13,"REG",0.138,"REG",0.116,"REG",0.06,"REG",0.044,"REG",0.092,"REG",0.03,"LOD",0.052,"REG",0.026,"LOD",0.055,"REG",0.074,"REG",0.024,"LOD",0.012,"LOD",0.061,"LOD",0.027,"LOD","stationary","39.92624784"," -75.1923165"
"386","Morris & Point Breeze",7,2024-04-10 11:52:00,2024-04-17 12:58:00,0.293,"REG",0.439,"REG",0.092,"REG",0.827,"REG",1.651,"REG",0.683,"REG",0.144,"REG",0.113,"REG",0.18,"REG",0.131,"REG",0.157,"REG",0.081,"REG",0.065,"REG",0.022,"REG",0.102,"REG",0.03,"LOD",0.055,"REG",0.026,"LOD",0.079,"REG",0.074,"REG",0.024,"LOD",0.029,"REG",0.1,"REG",0.053,"LOD","stationary","39.93094655"," -75.1829941"
"387","26th & Hartranft",9,2024-04-10 12:04:00,2024-04-17 13:38:00,0.359,"REG",0.5,"REG",0.185,"REG",1.557,"REG",2.601,"REG",1.32,"REG",0.237,"REG",0.126,"REG",0.409,"REG",0.327,"REG",0.328,"REG",0.382,"REG",0.126,"REG",0.013,"REG",0.13,"REG",0.089,"REG",0.121,"REG",0.067,"REG",0.209,"REG",0.197,"REG",0.054,"REG",0.007,"LOD",0.31,"REG",0.207,"REG","stationary","39.91327125"," -75.1922011"
"388","61st & Passyunk",3,2024-04-17 12:33:00,2024-04-24 07:55:00,0.296,"REG",0.558,"REG",0.136,"REG",1.268,"REG",2.258,"REG",1.049,"REG",0.219,"REG",0.16,"REG",0.268,"REG",0.176,"REG",0.189,"REG",0.144,"REG",0.071,"REG",0.009,"REG",0.062,"REG",0.043,"LOD",0.086,"REG",0.038,"REG",0.072,"REG",0.111,"REG",0.032,"LOD",0.013,"LOD",0.063,"LOD",0.033,"LOD","stationary","39.91820446"," -75.2085474"
"389","Bartram’s Garden",1,2024-04-17 12:15:00,2024-04-24 07:45:00,0.213,"REG",0.228,"REG",0.044,"REG",0.388,"REG",0.873,"REG",0.32,"REG",0.068,"REG",0.16,"REG",0.098,"REG",0.06,"REG",0.077,"REG",0.048,"LOD",0.029,"REG",0.009,"REG",0.042,"REG",0.012,"LOD",0.029,"LOD",0.012,"LOD",0.042,"LOD",0.042,"REG",0.011,"LOD",0.013,"LOD",0.042,"LOD",0.017,"LOD","stationary","39.92896"," -75.212541"
"390","Essington & Mingo",2,2024-04-17 12:27:00,2024-04-24 07:32:00,0.24,"REG",0.338,"REG",0.065,"REG",0.583,"REG",1.226,"REG",0.482,"REG",0.101,"REG",0.17,"REG",0.152,"REG",0.088,"REG",0.104,"REG",0.072,"LOD",0.05,"REG",0.009,"REG",0.091,"REG",0.019,"LOD",0.036,"LOD",0.015,"LOD",0.037,"LOD",0.051,"REG",0.014,"LOD",0.007,"LOD",0.036,"LOD",0.017,"LOD","stationary","39.90131732"," -75.2250262"
"391","28th & Passyunk",4,2024-04-17 12:39:00,2024-04-24 08:00:00,0.43,"REG",0.376,"REG",0.187,"REG",1.889,"REG",2.882,"REG",1.611,"REG",0.278,"REG",0.16,"REG",0.69,"REG",0.502,"REG",0.42,"REG",0.492,"REG",0.148,"REG",0.009,"REG",0.227,"REG",0.105,"REG",0.158,"REG",0.085,"REG",0.301,"REG",0.323,"REG",0.067,"REG",0.007,"LOD",0.267,"REG",0.127,"REG","stationary","39.92061091"," -75.1955879"
"392","24th & Ritner",8,2024-04-17 12:48:00,2024-04-24 08:06:00,0.322,"REG",0.324,"REG",0.075,"REG",0.678,"REG",1.399,"REG",0.561,"REG",0.117,"REG",0.151,"REG",0.186,"REG",0.108,"REG",0.137,"REG",0.096,"REG",0.088,"REG",0.009,"REG",0.198,"REG",0.025,"LOD",0.047,"REG",0.019,"LOD",0.062,"REG",0.068,"REG",0.021,"LOD",0.018,"LOD",0.063,"LOD",0.022,"LOD","stationary","39.92296389"," -75.186874"
"393","Bartram’s Garden",1,2024-04-10 10:30:00,2024-04-17 12:15:00,0.224,"REG",0.274,"REG",0.062,"REG",0.553,"REG",1.113,"REG",0.456,"REG",0.097,"REG",0.117,"REG",0.153,"REG",0.084,"REG",0.1,"REG",0.069,"LOD",0.044,"REG",0.013,"REG",0.05,"REG",0.018,"LOD",0.038,"LOD",0.019,"LOD",0.036,"LOD",0.057,"REG",0.017,"LOD",0.018,"LOD",0.034,"LOD",0.016,"LOD","stationary","39.92896"," -75.212541"
"394","Essington & Mingo",2,2024-04-10 10:48:00,2024-04-17 12:27:00,0.224,"REG",0.354,"REG",0.067,"REG",0.628,"REG",1.273,"REG",0.526,"REG",0.102,"REG",0.117,"REG",0.147,"REG",0.097,"REG",0.106,"REG",0.069,"LOD",0.028,"REG",0.017,"REG",0.008,"REG",0.018,"LOD",0.034,"LOD",0.015,"LOD",0.031,"LOD",0.049,"REG",0.014,"LOD",0.007,"LOD",0.028,"LOD",0.016,"LOD","stationary","39.90131732"," -75.2250262"
"395","61st & Passyunk",3,2024-04-10 10:59:00,2024-04-17 12:33:00,0.304,"REG",0.597,"REG",0.151,"REG",1.333,"REG",2.385,"REG",1.102,"REG",0.231,"REG",0.117,"REG",0.31,"REG",0.183,"REG",0.22,"REG",0.15,"REG",0.122,"REG",0.013,"REG",0.219,"REG",0.042,"LOD",0.09,"REG",0.041,"REG",0.079,"REG",0.106,"REG",0.034,"LOD",0.007,"LOD",0.074,"LOD",0.037,"LOD","stationary","39.91820446"," -75.2085474"
"396","Morris & Point Breeze",7,2024-04-17 12:58:00,2024-04-24 08:28:00,0.303,"REG",0.38,"REG",0.085,"REG",0.768,"REG",1.536,"REG",0.641,"REG",0.127,"REG",0.141,"REG",0.186,"REG",0.108,"REG",0.123,"REG",0.084,"REG",0.041,"REG",0.014,"REG",0.038,"REG",0.025,"LOD",0.05,"REG",0.023,"LOD",0.062,"REG",0.068,"REG",0.021,"LOD",0.035,"REG",0.07,"LOD",0.039,"LOD","stationary","39.93094655"," -75.1829941"
"397","25th & Point Breeze",6,2024-04-17 13:07:00,2024-04-24 08:10:00,0.272,"REG",0.385,"REG",0.08,"REG",0.735,"REG",1.472,"REG",0.613,"REG",0.122,"REG",0.151,"REG",0.187,"REG",0.142,"REG",0.13,"REG",0.096,"REG",0.042,"REG",0.014,"REG",0.043,"REG",0.025,"LOD",0.047,"REG",0.023,"LOD",0.057,"REG",0.068,"REG",0.021,"LOD",0.018,"LOD",0.056,"LOD",0.022,"LOD","stationary","39.92771763"," -75.1873965"
"398","28th & Point Breeze",5,2024-04-17 13:12:00,2024-04-24 08:15:00,0.259,"REG",0.351,"REG",0.1,"REG",0.923,"REG",1.633,"REG",0.774,"REG",0.149,"REG",0.17,"REG",0.207,"REG",0.156,"REG",0.163,"REG",0.144,"REG",0.059,"REG",0.023,"REG",0.057,"REG",0.037,"LOD",0.065,"REG",0.031,"REG",0.072,"REG",0.102,"REG",0.028,"LOD",0.018,"LOD",0.07,"LOD",0.044,"LOD","stationary","39.92624784"," -75.1923165"
"399",NA,100,2024-04-17 13:26:00,2024-04-24 08:20:00,0.31,"REG",0.294,"REG",0.09,"REG",0.781,"REG",1.475,"REG",0.658,"REG",0.123,"REG",0.141,"REG",0.269,"REG",0.163,"REG",0.163,"REG",0.156,"REG",0.08,"REG",0.009,"REG",0.111,"REG",0.037,"LOD",0.054,"REG",0.027,"LOD",0.077,"REG",0.094,"REG",0.025,"LOD",0.018,"LOD",0.084,"LOD",0.039,"LOD",NA,NA,NA
"400","26th & Hartranft",9,2024-04-17 13:38:00,2024-04-24 08:40:00,0.303,"REG",0.333,"REG",0.105,"REG",0.973,"REG",1.714,"REG",0.818,"REG",0.155,"REG",0.17,"REG",0.268,"REG",0.197,"REG",0.216,"REG",0.216,"REG",0.114,"REG",0.009,"REG",0.218,"REG",0.05,"LOD",0.079,"REG",0.039,"REG",0.177,"REG",0.128,"REG",0.035,"LOD",0.007,"LOD",0.233,"REG",0.127,"REG","stationary","39.91327125"," -75.1922011"
"401","Bartram’s Garden",1,2024-04-24 07:45:00,2024-05-01 09:29:00,0.269,"REG",0.412,"REG",0.091,"REG",0.761,"REG",1.533,"REG",0.629,"REG",0.132,"REG",0.046,"REG",0.213,"REG",0.111,"REG",0.163,"REG",0.104,"REG",0.085,"REG",0.013,"REG",0.129,"REG",0.03,"LOD",0.052,"REG",0.03,"REG",0.085,"REG",0.065,"REG",0.02,"LOD",0.02,"REG",0.088,"REG",0.032,"LOD","stationary","39.92896"," -75.212541"
"402","61st & Passyunk",3,2024-04-24 07:55:00,2024-05-01 09:46:00,0.305,"REG",0.567,"REG",0.145,"REG",1.363,"REG",2.38,"REG",1.133,"REG",0.23,"REG",0.042,"REG",0.377,"REG",0.216,"REG",0.271,"REG",0.219,"REG",0.097,"REG",0.013,"REG",0.115,"REG",0.048,"LOD",0.093,"REG",0.048,"REG",0.113,"REG",0.138,"REG",0.037,"REG",0.009,"LOD",0.128,"REG",0.069,"REG","stationary","39.91820446"," -75.2085474"
"403","28th & Passyunk",4,2024-04-24 08:00:00,2024-05-01 09:50:00,1.25,"REG",1.961,"REG",0.95,"REG",9.779,"REG",13.94,"REG",8.248,"REG",1.531,"REG",0.084,"REG",2.955,"REG",1.963,"ULOD",2.196,"REG",2.309,"REG",1.001,"REG",0.026,"REG",1.339,"ULOD",0.416,"REG",0.768,"REG",0.463,"REG",1.2,"REG",1.439,"REG",0.311,"REG",0.058,"REG",1.318,"REG",0.721,"REG","stationary","39.92061091"," -75.1955879"
"404","24th & Ritner",8,2024-04-24 08:06:00,2024-05-01 09:54:00,0.379,"REG",0.609,"REG",0.155,"REG",1.418,"REG",2.561,"REG",1.183,"REG",0.235,"REG",0.037,"REG",0.423,"REG",0.242,"REG",0.309,"REG",0.231,"REG",0.175,"REG",0.039,"REG",0.307,"REG",0.048,"LOD",0.093,"REG",0.048,"REG",0.142,"REG",0.146,"REG",0.037,"REG",0.025,"REG",0.154,"REG",0.069,"REG","stationary","39.92296389"," -75.186874"
"405","25th & Point Breeze",6,2024-04-24 08:10:00,2024-05-01 10:00:00,0.312,"REG",0.604,"REG",0.135,"REG",1.253,"REG",2.304,"REG",1.049,"REG",0.204,"REG",0.042,"REG",0.325,"REG",0.236,"REG",0.284,"REG",0.173,"REG",0.097,"REG",0.039,"REG",0.129,"REG",0.042,"LOD",0.083,"REG",0.044,"REG",0.109,"REG",0.122,"REG",0.034,"LOD",0.02,"REG",0.121,"REG",0.015,"ND","stationary","39.92771763"," -75.1873965"
"406","28th & Point Breeze",5,2024-04-24 08:15:00,2024-05-01 10:03:00,0.306,"REG",0.504,"REG",0.131,"REG",1.218,"REG",2.159,"REG",1.014,"REG",0.204,"REG",0.042,"REG",0.338,"REG",0.203,"REG",0.258,"REG",0.196,"REG",0.15,"REG",0.017,"REG",0.288,"REG",0.048,"LOD",0.083,"REG",0.048,"REG",0.142,"REG",0.13,"REG",0.034,"LOD",0.014,"REG",0.18,"REG",0.096,"REG","stationary","39.92624784"," -75.1923165"
"407",NA,100,2024-04-24 08:20:00,2024-05-01 10:07:00,0.312,"REG",0.504,"REG",0.165,"REG",1.446,"REG",2.427,"REG",1.211,"REG",0.235,"REG",0.032,"REG",0.39,"REG",0.255,"REG",0.296,"REG",0.254,"REG",0.109,"REG",0.013,"REG",0.129,"REG",0.054,"LOD",0.096,"REG",0.056,"REG",0.137,"REG",0.163,"REG",0.041,"REG",0.014,"REG",0.154,"REG",0.08,"REG",NA,NA,NA
"408","Bartram’s Garden",1,2024-05-01 09:29:00,2024-05-08 12:10:00,0.286,"REG",0.402,"REG",0.081,"REG",0.71,"REG",1.479,"REG",0.584,"REG",0.126,"REG",0.041,"REG",0.147,"REG",0.085,"REG",0.106,"REG",0.069,"LOD",0.039,"REG",0.017,"REG",0.045,"REG",0.024,"LOD",0.041,"LOD",0.022,"LOD",0.046,"LOD",0.048,"REG",0.02,"LOD",0.03,"REG",0.055,"LOD",0.021,"LOD","stationary","39.92896"," -75.212541"
"409","Essington & Mingo",2,2024-05-01 09:42:00,2024-05-08 12:25:00,0.292,"REG",0.477,"REG",0.096,"REG",0.875,"REG",1.74,"REG",0.723,"REG",0.152,"REG",0.046,"REG",0.193,"REG",0.111,"REG",0.15,"REG",0.092,"REG",0.088,"REG",0.026,"REG",0.156,"REG",0.024,"LOD",0.048,"REG",0.026,"LOD",0.065,"REG",0.064,"REG",0.02,"LOD",0.014,"REG",0.081,"LOD",0.032,"LOD","stationary","39.90131732"," -75.2250262"
"410","61st & Passyunk",3,2024-05-01 09:46:00,2024-05-08 12:37:00,0.419,"REG",0.638,"REG",0.144,"REG",1.292,"REG",2.493,"REG",1.064,"REG",0.228,"REG",0.041,"REG",0.271,"REG",0.156,"REG",0.002,"ND",0.126,"REG",0.084,"REG",0.017,"REG",0.128,"REG",0.041,"LOD",0.089,"REG",0.04,"REG",0.089,"REG",0.113,"REG",0.034,"LOD",0.014,"REG",0.088,"REG",0.037,"LOD","stationary","39.91820446"," -75.2085474"
"411","28th & Passyunk",4,2024-05-01 09:50:00,2024-05-08 12:42:00,0.407,"REG",0.468,"REG",0.12,"REG",1.334,"REG",2.329,"REG",1.106,"REG",0.228,"REG",0.041,"REG",0.472,"REG",0.306,"REG",0.313,"REG",0.31,"REG",0.125,"REG",0.013,"REG",0.198,"REG",0.047,"LOD",0.099,"REG",0.055,"REG",0.213,"REG",0.186,"REG",0.044,"REG",0.014,"REG",0.237,"REG",0.127,"REG","stationary","39.92061091"," -75.1955879"
"412","24th & Ritner",8,2024-05-01 09:54:00,2024-05-08 13:00:00,0.358,"REG",0.616,"REG",0.12,"REG",1.05,"REG",2.144,"REG",0.868,"REG",0.182,"REG",0.037,"REG",0.251,"REG",0.156,"REG",0.187,"REG",0.115,"REG",0.092,"REG",0.013,"REG",0.156,"REG",0.041,"LOD",0.082,"REG",0.044,"REG",0.108,"REG",0.121,"REG",0.034,"LOD",0.03,"REG",0.12,"REG",0.047,"LOD","stationary","39.92296389"," -75.186874"
"413","25th & Point Breeze",6,2024-05-01 10:00:00,2024-05-08 13:14:00,0.279,"REG",0.637,"REG",0.11,"REG",1.004,"REG",2.03,"REG",0.832,"REG",0.172,"REG",0.037,"REG",0.179,"REG",0.149,"REG",0.162,"REG",0.092,"REG",0.068,"REG",0.017,"REG",0.109,"REG",0.029,"LOD",0.058,"REG",0.029,"REG",0.075,"REG",0.08,"REG",0.023,"LOD",0.047,"REG",0.081,"LOD",0.032,"LOD","stationary","39.92771763"," -75.1873965"
"414","28th & Point Breeze",5,2024-05-01 10:03:00,2024-05-08 13:10:00,0.328,"REG",0.504,"REG",0.1,"REG",0.891,"REG",1.823,"REG",0.735,"REG",0.156,"REG",0.037,"REG",0.205,"REG",0.136,"REG",0.187,"REG",0.103,"REG",0.133,"REG",0.013,"REG",0.272,"REG",0.03,"LOD",0.062,"REG",0.029,"REG",0.113,"REG",0.088,"REG",0.027,"LOD",0.025,"REG",0.133,"REG",0.053,"REG","stationary","39.92624784"," -75.1923165"
"415",NA,100,2024-05-01 10:07:00,2024-05-08 12:54:00,0.298,"REG",0.426,"REG",0.091,"REG",0.827,"REG",1.642,"REG",0.681,"REG",0.146,"REG",0.037,"REG",0.199,"REG",0.117,"REG",0.137,"REG",0.103,"REG",0.044,"REG",0.017,"REG",0.054,"REG",0.03,"LOD",0.055,"REG",0.026,"LOD",0.079,"REG",0.081,"REG",0.024,"LOD",0.041,"REG",0.088,"REG",0.042,"LOD",NA,NA,NA
"416","Morris & Point Breeze",7,2024-05-01 10:13:00,2024-05-08 13:22:00,0.297,"REG",0.513,"REG",0.105,"REG",0.91,"REG",1.825,"REG",0.749,"REG",0.161,"REG",0.037,"REG",0.16,"REG",0.097,"REG",0.131,"REG",0.069,"LOD",0.052,"REG",0.035,"REG",0.077,"REG",0.03,"LOD",0.058,"REG",0.029,"REG",0.094,"REG",0.08,"REG",0.027,"LOD",0.052,"REG",0.146,"REG",0.084,"REG","stationary","39.93094655"," -75.1829941"
"417","26th & Hartranft",9,2024-05-01 10:24:00,2024-05-08 13:33:00,0.388,"REG",0.492,"REG",0.134,"REG",1.197,"REG",2.211,"REG",1,"REG",0.197,"REG",0.037,"REG",0.244,"REG",0.136,"REG",0.181,"REG",0.137,"REG",0.108,"REG",0.013,"REG",0.193,"REG",0.053,"LOD",0.089,"REG",0.044,"REG",0.274,"REG",0.129,"REG",0.044,"REG",0.014,"REG",0.445,"REG",0.326,"REG","stationary","39.91327125"," -75.1922011"
